,ID,Song,Artist,Billboard100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature,lyrics,explicit,Genre,Year
1403,3368,daydreaming,paramore,0,6sW6EvagT9ljwokJlG6obt,0.495,0.909,2.0,-5.575,1.0,0.0525,0.000542,0.000503,0.363,0.335,150.027,271027.0,4.0,"Living in a city of sleepless people
Who all know the limits and won't go too far
Outside the lines
'Cause they're out of their minds

I wanna get out and build my own home
On a street where reality is not much different
From dreams I've had
A dream is all I have

Daydreaming, daydreaming all the time
Daydreaming, daydreaming into the night
Daydreaming, daydreaming all the time
Daydreaming, daydreaming into the night
...

",0.0,pop,2013
1406,3371,dance with you,bowling for soup,0,23RG8rDLOHW4zUCehYdAme,0.537,0.817,0.0,-4.787,1.0,0.0401,3.09e-05,2.27e-05,0.239,0.6,151.526,209893.0,4.0,"Whats it mean to be alone now
hows it feel to be by yourself
you got me, I didn't get you back
then you got me, again

(Chorus)

You got inside through a hole in my defen--ses
and how you fit I'll never understand
but you got into me, and I got into you
and now, I wanna do it again

How's it feel to know now
whatchu think 'bout that
you got me, now we can't go back
you'll never get me again
...

",0.0,pop,2000
1409,3376,beating heart baby,head automatica,0,24efdUt3KGbZ6wnBLp6j2n,0.458,0.971,8.0,-4.549,1.0,0.1,0.0027,0.0,0.179,0.49,149.944,203733.0,4.0,"Baby is this love for real?
Let me in your arms to feel
The beating of your heart baby
The beating of your heart baby

You
You want nothing to do with me
You
You want nothing to do with me
I
I don't know what to do with you
'Cause you
Don't know what you do to me

Baby is this love for real?
Let me in your arms to feel
The beating of your heart baby
The beating of your heart baby

Baby is this love for real?
Let me in your arms to feel
Your beating heart baby
The beating of your heart baby

...

",0.0,pop,2004
1410,3378,beat it,fall out boy,0,4OMsAnt8JSBctSJQIMNAy1,0.557,0.936,0.0,-3.694,1.0,0.0681,0.0195,1.5e-06,0.305,0.841,149.954,229400.0,4.0,"They told him don't you ever come around here
Don't wanna see your face, you better disappear
The fire's in their eyes and their words are really clear
So beat it, just beat it

You better run, you better do what you can
Don't wanna see no blood, don't be no macho man
You wanna be tough, better do what you can
So beat it, but you wanna be bad

Just beat it, beat it
No one wants to be defeated
Show em how funky strong is your fight
It doesn't matter who's wrong or right
Just beat it, beat it
Just beat it, beat it
Just beat it, beat it
Just beat it, beat it

They're out to get you, better leave while you can
Don't wanna be a boy, you wanna be man
...

",0.0,pop,2009
1420,3403,love is hell (feat. trippie redd),phora,0,2Tn4XArLhjrZEhBKlAle0j,0.662,0.784,2.0,-7.164,1.0,0.052,0.0113,0.0,0.715,0.107,98.729,258746.0,5.0,"Love is hell, yeah I know that shit
I be over shit, but I still can't get over you
Do it all for you, you know I got you, yeah
Baby I got you
Love is hell, yeah I know that shit
I be over shit, but I still can't get over you
Do it all for you, you know I got you, yeah
Baby I got you

Love is hell, but I'd rather fight demons with you
Than live amongst the angels without you
Baby I can't be without you
Love is hell, but I'd rather fight demons with you
Than live amongst the angels without you
You know I can't be without you, without you

Yeah
I sip this Hennessy straight, take it straight to the face
I've been slurring my words, now I can't see straight
Fuck love all year, I've been going through hell
Is it real? Is it fake? Sometimes you just can't tell
They say you gotta have trust, can't even trust myself
Can't even trust myself, oh yeah
...

",1.0,pop,2018
1422,3407,for you (feat. tory lanez & g-eazy),phora,0,2SzWwq6WsJuIgyR8RrX3iL,0.408,0.724,11.0,-8.264,0.0,0.478,0.148,4.07e-05,0.0786,0.63,183.92,254732.0,1.0,"It's a long time
Heard it all before
It's a long time
Tell me is this what you're looking for
It's a long time
Heard it all before
It's a long time
Tell me is this what you're looking for

I got too much on my mind
I've been tryna make some time (aye, aye)
For you, for you, for you, you (yeah)
And some people, they never change
But me, I've always been the same (aye, aye)
For you, for you, for you, you (yeah)

Damn, I'm still down for you
I'll stick around for you (aye, aye)
For you, for you, for you, you (yeah)
I'm still down for you
I'll stick around for you (aye, aye)
For you, for you, for you, you (yeah)

I always drop it down for you
Down to do what we were bound to do
Everything I did surrounded you
...

",1.0,pop,2018
1458,3478,here too far,beta radio,0,383MxeoXVw7bdeBKEz68Po,0.516,0.0971,5.0,-20.081,1.0,0.0559,0.974,0.951,0.108,0.46,107.037,55213.0,4.0,,0.0,pop,2014
1459,3479,where's my love - piano solo,syml,0,4e3wYOolOau2A9D7GYqtSG,0.539,0.0511,3.0,-16.503,1.0,0.0588,0.989,0.928,0.127,0.135,179.994,274493.0,4.0,,0.0,pop,2017
1468,3510,the cascades,fleet foxes,0,2rSroG1Vz8kNrz4mNSKnlD,0.427,0.294,7.0,-13.93,1.0,0.0266,0.865,0.905,0.11,0.187,88.083,127640.0,4.0,,0.0,pop,2011
1469,3514,cómo te extraño mi amor (en vivo),leo dan,0,4KTSH9v9nm4e2oiXa699aC,0.696,0.907,2.0,-2.932,1.0,0.0407,0.447,0.0,0.729,0.686,124.993,195800.0,4.0,"Como te extraño mi amor por que sera
me falta todo en la vida si no estas
como te extraño mi amor que debeo hacer
te extraño tanto que voy a enloquecer

Hay amor divino pronto tienes que volver a mi

A veces pienso que tu nunca vendras
pero te quiero y te tengo que esperar
es el destino me lleva hasta el final
donde algun mi amor te encontrara

Hay amor divino pronto tienes que volver a mi
...

",0.0,pop,2018
1470,3515,querida (en vivo) - en el palacio de bellas artes,juan gabriel,0,5qxfr8OdO79j2bSvHPUCL5,0.52,0.499,2.0,-7.052,1.0,0.0247,0.463,0.0,0.104,0.423,87.804,327333.0,4.0,"Querida,
cada momento de mi vida
yo pienso en ti mas cada dia
mira mi soledad
mira mi soledad
que no me sienta nada bien.ohh ven ya
Querida,
no me ha sanado bien la herida
te extraño y lloro todavia
mira mi soledad
mira mi soledad
que no me sienta nada bien.oh ven ya
Querida,
piensa en mi solo un momento y ven
date cuenta de que el tiempo es cruel
y lo he pasado yo sin ti.oh ven ya.ah ah
Querida,
...

",0.0,pop,2006
1471,3516,y volveré,los angeles negros,0,1skQgtTyuxpGsKgWUEhz7s,0.586,0.258,11.0,-15.335,0.0,0.0286,0.533,2.05e-05,0.0803,0.377,91.714,243573.0,4.0,"Amor, adiós.
No se puede continuar
ya la magia terminó
ahora tengo que marchar.

Será mejor
seguir nuestra soledad
si hoy el cielo se cubrió
quizás mañana brille el sol.

No sufras más
...

",0.0,pop,1994
1472,3517,sera porque te amo,ricchi e poveri,0,04Xdk7F9HgyHBcAwO7KE3F,0.874,0.668,4.0,-7.421,1.0,0.038,0.157,0.0,0.0493,0.979,118.889,190564.0,4.0,"De pronto canto
Será porque te amo
Y siento el viento
Que pasa por tus manos
Todo es distinto
Cuando te estoy mirando
No me comprendo
Será porque te amo

Canto a tu ritmo
Y en pleno mes de enero
Es primavera
Será porque te amo
Si estamos juntos
No sé ni dónde estamos
Que nos importa
Será porque te amo

Vuela que vuela y verás
Que no es difícil volar
Vuela que vuela y veré
Al mundo loco de atar
Si canto, canto por ti
...

",0.0,pop,2010
1473,3518,tú de qué vas,franco de vita,0,66iygyOSvvoQQsKJ1vEXfT,0.607,0.629,11.0,-5.931,1.0,0.0316,0.405,0.0,0.203,0.567,80.11,238160.0,4.0,"Si me dieran a elegir una vez más
te elegiría sin pensarlo
es que no hay nada que pensar
que no existe ni motivo, ni razón
para dudarlo ni un segundo
por que tú has sido lo mejor, que tocó este corazón
y que entre el cielo y tú yo me quedo contigo.
Si te he dado todo lo que tengo
hasta quedar en deuda conmigo mismo
y todavía preguntas si te quiero

Tú de qué vas
Sí no hay un minuto de mi tiempo
Qué no me pases por el pensamiento
Y todavía preguntas si te quiero
Si esto no es querer entonces dime tu lo que será.
...

",0.0,pop,2004
1474,3519,te he prometido,leo dan,0,2KIUDhvmBGVNJW76YtjJ6C,0.538,0.374,9.0,-9.936,1.0,0.0342,0.421,0.0,0.129,0.83,127.338,185560.0,4.0,"Te he prometido que te he de olvidar
Cuánto has querido y yo te supe dar
Sólo y herido, así me dejas
Sabiendo que mañana irás, con otro, al altar

Llorarás, llorarás por tu capricho
Si yo sé que es a mí a quien querés
No podrás ser feliz con ningún otro
Pues, conmigo conociste el amor

...

",0.0,pop,2011
1475,3521,porqué te vas?,jeanette,0,1FFd45OkJiXnvc4mhAEdoB,0.612,0.458,0.0,-11.086,0.0,0.069,0.427,8.41e-06,0.103,0.961,172.516,201160.0,4.0,"Hoy en mi ventana brilla el sol
Y el corazon
Se pone triste
Contemplando la ciudad
Porque te vas

Como cada noche desperte
Pensando en ti
Y en mi reloj todas las horas vi pasar
Porque te vas

Todas las promesas de mi amor
Se iran contigo
Me olvidaras me olividaras
Junto a la estacion hoy
Ilorare igual que un nino
Porque te vas
...

",0.0,pop,2007
1476,3523,¿a dónde vamos a parar?,marco antonio solís,0,1Agu4u8a8Qm28zq5JtwaVv,0.383,0.482,0.0,-4.979,1.0,0.0286,0.458,0.00381,0.121,0.181,143.916,228920.0,4.0,"Ya ves, siempre acabamos así
Solo haciéndonos sufrir
Por no evitar discutir
Por no evitar discutir

¿Por qué ya no podemos hablar?
Sin una guerra, empezar
Y la queremos ganar
Y la queremos ganar

¿A dónde vamos a parar?
Con esta hiriente y absurda actitud
Démosle paso a la humildad
...

",0.0,pop,2010
1477,3524,prometimos no llorar,palito ortega,0,2ARbrP8ycqMzKGkWSYMrmL,0.452,0.542,9.0,-13.393,0.0,0.0546,0.763,3.74e-06,0.0874,0.592,166.962,203133.0,4.0,"Habíamos prometido no llorar.

(Perdóname.)

Quizás esta sea la última vez que nos sentamos a tomar un café juntos.

Quizás es la última vez que nos vemos,
así que tratemos de estar bien por favor.

Me quiero llevar como recuerdo una sonrisa.

Por favor no llores más.

Lai la, la, la, la, la,
lai la, la, la, la lai la, la, la, la, la, la, la.

¿Te acordás aquélla tarde que nos conocimos?,
fue muy lindo conocerte,
y fue muy lindo todo lo que pasó entre nosotros pero,
ya pasó.

Ahora es necesario separarnos,
no sigamos haciendonos mal,
...

",0.0,pop,2001
1478,3525,"ella...ella ya me olvidó, yo la recuerdo ahora",leonardo favio,0,1ckxAVYerKhPNPaWODt6Ox,0.422,0.459,9.0,-11.678,0.0,0.0443,0.221,0.0,0.165,0.333,106.628,218600.0,4.0,"Ella, ella ya me olvidó
Yo, yo la recuerdo ahora
Era como la primavera,
su anochecido pelo
Su voz dormida al beso,
y junto al mar la fiebre
Que me llevó a su entraña
y soñamos con hijos
Que nos robó la playa

Ella, ella ya me olvidó
...

",0.0,pop,2000
1479,3527,mi forma de sentir,pedro fernández,0,5lgpyVntKs6yFvzSvbMJff,0.44,0.232,4.0,-12.938,1.0,0.0316,0.624,0.0,0.157,0.274,132.109,244560.0,4.0,"Cada vez que veo salir el sol, como hoy
Nada mas puedo pensar en ti, mi amor
La distancia no es razón para dejar
La esperanza de algún día volverte a besar

Solo tu
Solo tu que conoces mi forma de sentir
Mi forma de reír y hasta mi forma de llorar
Solo tu sabes a donde voy
Solo tu sabes muy bien quien soy

Cuando estoy yo solo en casa me pongo a pensar
...

",0.0,pop,1994
1480,3528,fuiste mía un verano,leonardo favio,0,0z45DROak4cUp9TkjMp6Ac,0.568,0.51,9.0,-12.334,0.0,0.0641,0.0837,0.000751,0.0503,0.466,120.189,169733.0,4.0,"Hoy la vi, fue casualidad
Yo estaba en el bar
Me miró al pasar
Yo le sonreí y le quise hablar

Me pidió que no, que otra vez será
Que otra vez será, que otra vez será
Tierno amanecer
Sé que nunca más

Cómo olvidar tu pelo
Cómo olvidar tu aroma
Si aún navega en mis labios
...

",0.0,pop,2000
1481,3529,si tu no vuelves,miguel bosé,0,4FDebHNefWJpFbomNsZNC1,0.74,0.509,6.0,-6.971,1.0,0.0332,0.355,0.0963,0.117,0.133,121.971,278293.0,4.0,"Si tú no vuelves
Se secarán todos los mares
Y esperaré sin ti
Tapiado al fondo de algún recuerdo

Si tú no vuelves
Mi voluntad se hará pequeña...
Me quedaré aquí
Junto a mi perro espiando horizontes

Si tú no vuelves
No quedarán más que desiertos
Y escucharé por sí
Algún latido le queda a esta tierra

Que era tan serena cuando me querías
...

",0.0,pop,2013
1482,3530,te he prometido (en vivo),leo dan,0,6LYOEpZALvazO2nUPwJatS,0.674,0.891,7.0,-4.786,1.0,0.0477,0.221,0.0,0.927,0.648,129.97,190280.0,4.0,"te he prometido, que te he olvidar
cuanto has querido
yo te supe dar
solo y herdido asi me dejas
sabiendo que manana
iras con otro al altar
yoraras yoraras por tu capricho
siyo se que es ami a quien queres
no podras ser feliz
con ningun otro
...

",0.0,pop,2018
1483,3533,quererte a ti,angela carrasco,0,4dRr0TfZQmZF2waLzRzoQo,0.318,0.337,9.0,-14.37,1.0,0.0417,0.76,0.0,0.0472,0.315,169.556,275600.0,4.0,,0.0,pop,1991
1484,3535,rosa rosa,sandro,0,0cHTrNsVPfFUGd2BT2dDqI,0.374,0.671,4.0,-10.477,0.0,0.0537,0.765,0.0,0.102,0.832,96.61,155716.0,4.0,"Rosa, Rosa, tan maravillosa
como blanca diosa, como flor hermosa
tu amor me condena a la dulce pena
de sufrir.

Rosa, Rosa, dame de tu boca
esa furia loca que mi amor provoca
que me causa llanto por quererte tanto
sólo a tí.

Rosa, Rosa, pide lo que quieras
pero nunca pidas que de amor se muera
si algo ha de morir, moriré yo por tí,
Rosa, Rosa, pide lo que quieras
pero nunca pidas que mi amor se muera
si algo ha de morir, moriré yo por tí.
...

",0.0,pop,2018
1485,3536,un beso y una flor,nino bravo,0,2o2wbShVBEl7yCqizXEGUN,0.253,0.553,9.0,-8.837,1.0,0.0324,0.709,0.0,0.0602,0.43,168.564,274560.0,4.0,"Dejaré mi tierra por ti
Dejaré mis campos y me iré
Lejos de aquí

Cruzaré llorando el jardín
Y con tus recuerdos partiré
Lejos de aquí

El día viviré
Pensando en tus sonrisas
De noche las estrellas me acompañarán

Serás como una luz
Que alumbre mi camino
Me voy, pero te juro que mañana volveré

Al partir
Un beso y una flor
Un te quiero, una caricia y un adiós

Es ligero equipaje
Para tan largo viaje
Las penas pesan en el corazón

Más allá
Del mar habrá un lugar
...

",0.0,pop,1993
1486,3538,la soledad,laura pausini,0,75OneVe1xHrgSiVEOiLGxb,0.593,0.349,8.0,-6.894,1.0,0.0284,0.722,0.0,0.133,0.218,124.046,263493.0,4.0,"Marco se ha marchado para no volver
El tren de la mañana llega ya sin él
Es sólo un corazón con alma de metal
En esa niebla gris que envuelve la ciudad

Su banco está vacío, Marco sigue en mi
Le siento respirar, pienso que sigue aquí
Ni la distancia enorme puede dividir, dos corazones y un solo latir

Quizá si tú piensas en mí, si a nadie tú quieres hablar
Si tú te escondes como yo, si huyes de todo y si te vas
Pronto a la cama sin cenar, si aprietas fuerte contra ti
La almohada y te echas a llorar, si tú no sabes cuanto mal te hará la soledad

Miro en mi diario tu fotografía, con ojos de muchacho un poco tímido
...

",0.0,pop,2001
1487,3539,dejenme si estoy llorando,nelson ned,0,2CrwFR9V6mAbDhVr3co4uT,0.414,0.407,7.0,-10.287,1.0,0.0281,0.479,0.0,0.117,0.726,77.784,181907.0,4.0,"Déjenme si estoy llorando
Ni un consuelo estoy buscando
Quiero estar solo conmigo
Si me ven que a solas voy llorando
Es que estoy de pronto recordando
A un amor que no consigo...
Olvidar

Déjame si estoy llorando
Es que sigo procurando
En cada lágrima a darme paz
Pues le llanto le hace bien al alma
...

",0.0,pop,2000
1489,3541,se que volveras,nana mouskouri,0,6cy5hG9A8uYZiDeEIILLkB,0.533,0.498,2.0,-9.279,1.0,0.0246,0.601,0.00156,0.117,0.241,95.313,262800.0,4.0,"Cuando pienso en ti
Me siento triste
Sola sin tu amor
Ya nada existe
Que difícil es
Es tanta soledad

Cuando pienso en ti
Y tú no estás
Cuando pienso en ti
Me siento solo
Yo me acostumbré
Tanto a tu modo
Nada es igual
Para decir verdad
Cuando pienso en ti
Y tú no estás

...

",0.0,pop,1996
1490,3542,puerto montt,los iracundos,0,6jHzoHqjA51A1vzoXMgMPU,0.308,0.514,2.0,-10.563,0.0,0.0335,0.456,3.27e-06,0.755,0.598,103.648,191027.0,4.0,"Sentado frente al mar
mil besos yo le di
despues le dije adios
todo termina aqui
y ella me dijo asi
abrazame y veras
que el mundo es de los dos
salgamos a correr
busquemos el ayer
que nos hiso feliz
PUERTO MOOONTT
PUERTO MOOONTT
Me aleje de ti
sin saber
...

",0.0,pop,1996
1491,3543,tu cabeza en mi hombro,enrique guzman,0,2AtlLNH6BCDhA5DX8FSpVL,0.259,0.452,4.0,-7.317,0.0,0.0281,0.735,0.0,0.328,0.418,79.494,151133.0,4.0,"Tu cabeza en mi hombro
Quiero yo tener siempre
Acaríciame cielo
Si me quieres tú

Quiero tener tus labios
Demuestra que me quieres
Un beso tuyo nena
...

",0.0,pop,1991
1492,3547,deja de llorar,manolo galvan,0,0DlNi5JvOCIxZbwW2uGAXK,0.429,0.431,7.0,-8.626,0.0,0.037,0.584,0.0,0.122,0.381,146.32,205453.0,4.0,"Deja de llorar
Deja de llorar por mi, que no lo merezco
Es verdad que fui
Con otra mujer ayer a ver el concierto

Deja de llorar
Deja de llorar por mi, que no lo merezco
Sé que hice mal
Si no comprendí tu amor
Ahora me arrepiento

Basta de llorar
Déjame secar tus lágrimas con mi pañuelo
No podía sospechar
Que era verdadero amor
Cuando me dijiste adiós
...

",0.0,pop,2004
1494,3549,el pecador,alberto vazquez,0,5k6fOcv3B7sE6V1uZ5kwb6,0.248,0.318,4.0,-8.971,0.0,0.0358,0.696,0.0,0.158,0.154,177.253,200876.0,3.0,"Reconozco, señor, que soy culpable
Se que fui, pecador, imperdonable
Hoy te pido señor, me vuelvas bueno,
Porque tengo un amor, limpio y sereno

Y si voy a seguir, siendo igual, que antes fui
No la dejes venir, a llorar, junto a mi
...

",0.0,pop,1991
1495,3551,dos amantes,danny rivera,0,0s4unha3AUwe9rubjdUiCl,0.352,0.339,4.0,-14.335,1.0,0.0371,0.643,0.0038,0.358,0.462,81.253,250600.0,4.0,"En un cuarto dos amantes
Conversaban de su amor
Mientras sus caras mojadas de llanto
Humedecían el dolor

Cuanto ciento macharme
Tenemos que despertar
Pues tú sabes que me esperan en casa
Mañana te llamare

Y decirte que tú eres
...

",0.0,pop,2004
1496,3553,me muero por estar contigo,silvana di lorenzo,0,7blsv9aChRgy9im8JxpiGp,0.562,0.4,6.0,-6.484,1.0,0.0331,0.0341,8.17e-06,0.0842,0.558,90.399,226827.0,4.0,"Porque no quieres creer que te amo
En mi vida no hay otro amor
Que solamente quiero el tuyo
Que solo quiero tu pasión

Si no me quieres me lastimas
Si tienes otro amor también
Yo seguiré siendo tu amiga
...

",0.0,pop,2004
1499,3559,como deseo ser tu amor,los galos,0,6w3nGn8UgfXhsubUyUAXJf,0.413,0.616,9.0,-4.978,1.0,0.0371,0.791,0.00318,0.241,0.414,90.166,226116.0,4.0,"Como deseo ser tu amor
para poder vibrar así
con cada espacio de tu cuerpo.

Como deseo ver la luz
de la mañana y junto a mi
sentir aliento de tu boca

Como deseo ser aquel
que compartiendo esta tu amor
...

",0.0,pop,2013
1500,3560,alguien canto - the music played,matt monro,0,2qDAe105u2JFPvl0xQUaW5,0.393,0.365,6.0,-10.496,0.0,0.0278,0.709,0.00726,0.317,0.364,81.525,197867.0,4.0,"An angry silence stayed where love had been
And in your eyes a look I've never seen
If I had found the words you might have stayed
But as I turned to speak the music played

As lovers danced their way around the floor
I suddenly watched you walk towards the door
I heard a friend of yours suggest you stay
...

",0.0,pop,2007
1501,3562,who you are (feat. mio),syn cole,0,54vsmEMKau5ZkZay3MsIJk,0.695,0.827,2.0,-3.13,1.0,0.0379,0.0724,0.0,0.0927,0.681,119.957,195000.0,4.0,"I've got something to say
Baby, you won't like it
But I know you've been thinking 'bout it too
Tell me, why do you hide
All of your emotions?
But deep inside I always knew, yeah
I don't know, I don't know
Why you always make me feel like a failure?
I don't know, no I don't know why it's my fault?
But I know, yeah I know, yeah I know
About what I'm about to say
You won't like it, yeah, no, you won't like it
'Cause, baby, I'm in love, without you say goodbye

Now I now, I know who you are
...

",0.0,pop,2018
1502,3564,audio - cid remix,sia,0,3ajiUFrVUHsmU5F2pv3kzd,0.524,0.913,3.0,-3.069,0.0,0.05,0.106,0.000131,0.177,0.644,123.936,161973.0,4.0,"We got a ride
We got the night
I got the bottle
You got the light
We got the stars
We got audio

We're gonna fly
We're getting high
You got the moondust
I got the sky
We got the stars
We got audio (a-audio)

Make the bomb, bomb beat
I'll give you melody
Make the bomb, bomb beat
I'll give you melody
Make the song so sweet
You gon'come home with me, ohh

Make the bomb, bomb beat
I'll give you melody
Make the bomb, bomb beat
...

",0.0,pop,2018
