,ID,Song,Artist,Billboard100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature,lyrics,explicit,Genre,Year
1057,2636,cpr,summer walker,0,5Tp4UJvnsF4Zd05k0zXUte,0.693,0.369,7.0,-12.683,0.0,0.175,0.637,0.00335,0.0951,0.141,140.148,203240.0,4.0,"Caught me at the right time baby (Oh)
I was at the edge, I was at the end
Made me feel like there is life worth living
Made me feel alive oh yeah
Turn me on my side

Baby where would I be without your love beside me? Oh
Baby where would I be? Probably gone, oh

'Cause it feels like CPR
'Cause it feels like CPR

...

",1.0,pop,2018
1058,2637,who hurt you?,daniel caesar,0,23c9gmiiv7RCu7twft0Mym,0.649,0.493,11.0,-7.645,0.0,0.11,0.586,0.000167,0.0667,0.277,104.542,231964.0,4.0,"Take me back to Georgia, back to Atlanta
Funny how present turns past
I might fly Priscilla out just for 'Bana
So mesmerized by that ass
The way she moves it I can tell that she loves me
Nigga can't help but to touch
Smack it 'round a bit then sip on some bubbly
Hope I'm not doing too much

Strange new addictions picked up on the road
Changed my opinions and changed up my flows
Changed my approach, no more loving these hoes
And when it rains it pours, yeah

You make me feel so primal and
That's what I am, I'm just a man
...

",1.0,pop,2018
1061,2640,gonna love me,teyana taylor,0,3nXrCAE44KlevAkQB2XWcN,0.514,0.506,10.0,-7.095,0.0,0.28,0.402,2.56e-05,0.191,0.312,88.044,166998.0,4.0,"And oh, you're gonna love me
You're gonna wanna hug me and squeeze me

Sometimes we say things that we really don't mean
We do things in between the lines
We should do more than stand out
I'm sorry if I made you feel less than who you are
A little insecure, oh, you's a shining star

I wanna spend my nights with you
My life with you, oh baby, babe
Please wait up for me till whenever I get home
I know that you're all alone
Thinking 'bout what you're gon' do
I hope that you see it through, ooh, ooh

...

",0.0,pop,2018
1063,2647,ata,usher,0,5qfnQ0gOh7bL41HmMT2hJD,0.717,0.496,5.0,-6.263,0.0,0.045,0.015,0.0,0.139,0.301,140.01,187320.0,4.0,"Big time, yeah
(A, A, A, A)
A Town, forever down
(A, A, A, A, A, A, A, A, ooh)

I just wanna see you in Ibiza
We can meet up, let it heat up
Blow the trees up, kick your feet up
L-l-lay-lay, l-l-lay-lay-lay (Lay-lay-lay-lay-lay)
L-l-lay-lay, l-l-lay-lay-lay (Lay-lay-lay-lay-lay)
You can bring your girls, you can leave 'em
You forget your man, that's amnesia
You can slide on 'em, kick your feet up
L-l-lay-lay, l-l-lay-lay-lay (Lay-lay-lay-lay-lay)
L-l-lay-lay, l-l-lay-lay-lay (Lay-lay-lay-lay-lay)

Booty got me inspired
Move that thing to the side, yeah
We ain't ever gettin' tired, no
I know you love it when you tied up
Where we goin'? Got a flight (Flight)
You ever seen a G-5? (Yeah)
'Cause I'm a G type of guy, yeah
That's a whole different vibe, yeah

...",1.0,pop,2018
1064,2648,otw,khalid,0,6Hgh47WXVKtXN5zGOu0hjI,0.652,0.678,2.0,-6.183,1.0,0.0541,0.183,3.26e-05,0.106,0.28,72.989,263014.0,4.0,"Na, na, na, na, ooh
Oh, no, oh, ayy

Put it in drive, I'll be outside, I'll be on the way
I'll be on the way
You can meet me in five, I'll be all night, I'll be a-all day
I'll be a-all day
Put it in drive, I'll be outside, I'll be on the way
I'll be on the way
You can meet me in five, I'll be all night, I'll be all day
I'll be all day

Yeah, yeah, yeah
This the type of shit that you been waitin' all year for
I'm back in town for a minute if you with it (Yeah)
Got a lot of time, I just need somewhere to spend it
I just press a button and the top go missin'
I kept the slip, so you know it's not rented, yeah, oh, oh
What you wanna do?
Worried 'bout your friends? They saw you this afternoon
I been readin' your mind
No fair, but you gotta let me know
I'm all ears and I got a lot of room in my whip
If you wanna take it there, I'm on my way

Put it in drive, I'll be outside, I'll be on the way
...

",1.0,pop,2018
1065,2649,how dat sound (feat. 2 chainz & yo gotti),trey songz,0,54ZG8SPqphWy23Og6nH7PY,0.766,0.621,5.0,-3.843,0.0,0.248,0.145,0.0,0.156,0.651,144.919,238950.0,4.0,"Tell me, how dat sound? (how dat sound, how dat sound)
You tellin' me wait for later
Well lil' baby, don't you know I want you now?
How dat sound? (how dat sound, how dat sound)
Them other girls don't compare, this ain't fair
You the baddest one around
How dat sound? Got my hands on your body, yeah
How dat sound? Got some bands for the party, yeah
Stick around baby, sit that ass down
Stick around baby, stick that ass out
Stick around baby, sit that ass down
Stick around baby, stick that ass out
Yeah, stick that ass out

(2 Chainz)
You don't have to get up lil' baby
I got me a butler to clean up the [?]
Oops
I mean to say [?] and [?] my address
Now here come the madness (madness)
I'm doin' layup lines with the atlas
I take a girl out to eat, then I feed her to the mattress
Turn her over, have her eatin' the mattress
Turn her over, have her bein' dramatic
Havin' sex wearin' a black Patek
Fat ass got me asthmatic
Droppin' ashes on the marble flo'
Was in the hall like Arsenio (Arsenio)
Walked in the garage and I say, ""Eenie meenie miney mo""
I'll take you or you, uh (you)
All this lewd I blew, uh
All this shit I do, uh
Need a pooper scoop, uh
...",1.0,pop,2018
1067,2653,girls need love,summer walker,0,14SaZBTjxlorHJQxXh01Hu,0.656,0.432,6.0,-9.481,0.0,0.217,0.443,0.0,0.132,0.0897,97.022,222374.0,4.0,"Honestly

Honestly, I'm tryna stay focused
You must think I've got to be joking when I say
I don't think I can wait
I just need it now
Better swing my way

I just need some dick
I just need some love
Tired of fucking with these lame niggas baby
I just need a thug

Won't you be my plug aye
You could be the one aye
Start with a handshake baby
...

",1.0,pop,2018
1068,2654,you decide,usher,0,43O1LuFW6QIJ20RSV8gC4g,0.747,0.533,1.0,-6.326,1.0,0.0403,0.205,0.0,0.119,0.38,139.937,212920.0,4.0,"Yeah, been a minute
But I still feel the same
Yeah, yeah
You know I want you

Give me another chance to be your man, be your man, no
I promise I won't let you hurt again, hurt again, no
Don't be afraid, baby, take my hand, take my hand, no
Give me another chance, give me another chance, oh
Just give me another chance, give me another chance, oh

Girl I can't lie, things are just not the same without you
The sun just don't shine no more
All it does is, all it does is just rain without you
Girl I ain't too proud to beg, your love is that good
I miss the thrill, baby, girl if I could...
Show you how I matured, I'm ready to settle
Ready to take this love to another level
...

",0.0,pop,2018
1070,2658,gtfo,mariah carey,0,5GjXMhZsT6cdfRB7nurGu2,0.69,0.763,6.0,-6.211,1.0,0.118,0.53,0.000971,0.151,0.591,105.971,207120.0,4.0,"How 'bout you?
How 'bout you?

You took my love for granted
You left me lost and disenchanted
Bulldoze my heart as if you planned it
My prince was so unjustly handsome

Who was a knight in shining armor?
I coulda sworn you loved me harder
Might as well down this Caymus bottle
I ain't the type to play the martyr

How 'bout you get the fuck out?
How 'bout you get the fuck out?
Get the fuck out
(How 'bout you) take your tings and be on your merry way
Fly off with a wink, bye bye baby
How about you scusami Mimi'll call your valet
(You just) take your tings and be on your merry way
...

",1.0,pop,2018
1072,2662,gut feeling (feat. h.e.r.),ella mai,0,1dxy88oPzmIN9QAyCNfXmW,0.604,0.551,10.0,-5.768,0.0,0.0478,0.406,0.0,0.395,0.423,76.067,236384.0,4.0,"Something in the walls, something in your wall looks different
Something deep inside got me wondering why I don't understand
Why I can't put my finger on what the fuck is up, what's missing?
You distant, and I'm spinning

Don't ask questions usually
Got the answers that I need
Intuition telling me
Mmm mmm

I just have a gut feeling
Don't know why i don't know
What is was, really
But the more we touch, the more it starts killing me
Killing me
Just have a gut feeling
Killing me

Uh, looking in your eyes, I been feeling like I'm crazy
'Cause I'm going through your phone,
look for something wrong, I can't find nothing
I must be tripping tryna listen to my intuition, say you guilty
...

",1.0,pop,2018
1073,2664,love lies (with normani),khalid,0,45Egmo7icyopuzJN0oMEdk,0.708,0.648,6.0,-5.626,1.0,0.0449,0.0956,0.0,0.134,0.338,143.955,201707.0,4.0,"Sorry if it's hard to catch my vibe, mmm
I need a lover to trust, tell me you're on my side
Are you down for the ride?
It's not easy for someone to catch my eye
But I've been waitin' for you for my whole damn life
For my whole lifetime

Don't be afraid to tell me if you ain't with it (You ain't with it)
I see you're focused, yeah you're so independent (Independent)
It's hard for me to open up, I'll admit it (I'll admit it)
You've got some shit to say and I'm here to listen

So baby, tell me where your love lies
Waste the day and spend the night
Underneath the sunrise
Show me where your love lies

I've been so into your mystery
Is it because of our history?
...

",1.0,pop,2018
1074,2665,happy without me,chloe x halle,0,1mQI744KrltnCU798zIGEe,0.57,0.576,1.0,-6.792,1.0,0.0631,0.228,0.0,0.33,0.438,143.943,206947.0,4.0,"I remember we were on the bleachers sharing secrets
When we look up, it'd be ""Where did the time go?""
And I remember you would hold my hand
And call me baby while we dancing in the parking lot so slow

Bittersweet, those memories
And I see, you with her now
And it breaks my heart, and it breaks my heart (yeah)
And it breaks my heart to see you happy, without me

Oh I remember we would stay up late after the game
Look at the stars up in the sky at nighttime
And I remember when you used to call me in the morning
Just to see if I was good and I slept right

Bittersweet, (bittersweet) those memories (those memories)
And I see, (and I see) you with her now
And it breaks my heart, and it breaks my heart (breaks my heart)
And it breaks my heart to see you happy

Yeah, I remember when we would cut class
...

",0.0,pop,2018
1076,2669,medicine,queen naija,0,4lFfMRH0YH4pW5gczTDbNC,0.741,0.37,8.0,-8.437,0.0,0.324,0.24,0.0,0.118,0.13,116.06,219136.0,4.0,"You tell me you love me
But I ain't been feeling it lately
You say you love keeping me fly but
Can't keep me from looking' so crazy
Come in at 6 in the mornin'
Where you been, where you been
Who is that texting your phone
Just a friend, just a friend (okay)
My intuition never lies
There's nothing you can ever hide
Already got the screenshots
So there is no need to deny
You been creepin' and freakin' and sneakin'
Like you'll never lose me
Steady claiming that everyone know we together
But you steady choosing

Swear I cannot win for losing
I been out here being faithful
I always got this on lockdown
But that ain't been keeping us stable
So I guess I know what I gotta do

Give you a taste of your own medicine (hey, yeah)
...",0.0,pop,2018
1077,2670,r.a.n.,miguel,0,4vevTToT9Lz3SqmGIzzHJn,0.538,0.626,5.0,-8.272,1.0,0.0455,0.115,1e-05,0.137,0.241,132.908,243235.0,4.0,"Razor blade a heart string
Who you tryna fix now?
Broken record left on repeat
Another buildup to the let down, the let down
Steady speeding to a new pain
Tragic collision on the 110
And I wish that you would slow down
'Cause maybe then you'd see it comin
I'm saying

Have you, you ever (Have you ever, ever)
Ever fucked with a real nigga (yeah)
Real ass nigga before?
I know you're so tired of
Feeling like you deserve better
You need a real ass nigga like me, yeah
Like me, baby
Oh, right now
Yeah, yeah

Empty chargers, pages torn
Hanging on to every word
Tequila shots to balance all the sweetest lies that I can burn
...",1.0,pop,2018
1079,2674,try me,the weeknd,0,4ppTAJUbNXELZcoUaL90wo,0.456,0.679,8.0,-5.778,0.0,0.064,0.596,0.000573,0.129,0.107,92.026,221107.0,4.0,"Any time is the time
Any time for you to get my call, baby (So, baby)
Are you alone, baby?
If he ain't around, pick up your phone, baby
Whoa

Can you try me? (Try me,) try me (Try me)
Once you put your pride aside
You can notify me (-fy me,) -fy me (-fy me)
You're the best I ever had
Baby girl, remind me (-mind me,) -mind me (-mind me)
Let me know if it's on
And you know where to find me, find me
Having thoughts you never had, yeah

I didn't know you were down for him finding out
I thought you had some kind of love for your man
Well, I'm not tryna break up something
...

",0.0,pop,2018
1080,2675,love me right,amber mark,0,2xWVD6aecDSHroyPVVcPpa,0.53,0.525,5.0,-6.767,0.0,0.0522,0.0842,2.11e-05,0.109,0.231,179.944,291900.0,4.0,"Tell me because I've said it all
I've got a feeling we must've hit a wall here
And baby boy, please tell me like it is
'Cause you talk 'nuff but you never act on it

Because the drive it is alive and honey, it is calling you
And i'm numb, you're tryna hide it, baby I need more from you
So could you please respond to me because I'll never understand
I give you the keys and while you gladly take 'em you don't use 'em

You tell me all the time baby
I'm the light in your life
And you love me more each day
You are starting to drive me crazy
Why won't you realise you gotta love me right baby

Oh yeah
All night
Come love me right

Help me I feel I've lost myself
It's just this one thing, we're great everywhere else
Or is it just me?
...

",0.0,pop,2018
1081,2676,fever to the form,nick mulvey,0,1QJnDJuYOGj05iSc4eWGr5,0.358,0.546,0.0,-8.927,0.0,0.0296,0.795,0.0586,0.111,0.264,106.489,252960.0,3.0,"So whether music or madness
We live by one of the two
By one of the two
So go on, fill your heart up with gladness
Not a moment too soon
Not a moment too soon

Should we ration the reasons
To the child to ignore
Of this, I've never been sure
So I will follow the feeling
And sing fever to the form
Oh, my fever to the form
...

",0.0,pop,2014
1082,2678,leaf off / the cave,josé gonzález,0,2XMiyGBbIOLEcCdGnHGoq5,0.46,0.604,2.0,-8.303,1.0,0.0591,0.837,0.153,0.119,0.664,78.54,293880.0,1.0,"May the life lead you out
May the life lead you out
May the life lead you out
May the life lead you out
May the life lead you out
May the life lead you out
May the life lead you out

Why can't you take the leaf of your mouth
Now that you have the facts on your side
Take a moment to reflect where you're from
Let reason guide you,
See old tracks take you out from the dark
See old tracks lead you up to the stars

Why can't you take the leaf of your mouth?
...

",0.0,pop,2015
1083,2680,who else could i be,peter bradley adams,0,0px8acghPxrLMXXGaS6Mwe,0.653,0.445,10.0,-13.843,0.0,0.0353,0.889,0.317,0.103,0.563,98.044,275693.0,4.0,"If I told my secrets
If you knew the truth
If I lay before you
What else could I lose?
And if I told my story
'Til I reach the end
Would I leave it all behind me?
Never told again

Oh, oh, oh, oh

If I find my courage
Would it be enough?
...

",0.0,pop,2017
1085,2682,old friend,darlingside,0,5v2nPcapVA5eXClN6pSKCy,0.412,0.241,3.0,-13.477,1.0,0.0295,0.811,0.392,0.114,0.374,100.979,148200.0,4.0,"Old friend, I
Think of you still sometimes
Sure as the orchids bending into the light

...

",0.0,pop,2018
1086,2683,on your horizon,beta radio,0,3dr8xPneQCutILjSfFBHiN,0.281,0.294,9.0,-15.026,0.0,0.0304,0.798,0.273,0.0869,0.236,91.351,292520.0,4.0,"Between my head and my horizon
I scan to find a place I can lay my eyes
on
A dragon's head, face of Poseidon Is
there a myth a can find to confide in, oh

But on your horizon, oh
Come put your own mouth on me underwater
...

",0.0,pop,2018
1087,2684,autumn town leaves,iron & wine,0,4xI1VwZa8u3ymeS8hsHKed,0.657,0.32,1.0,-15.104,1.0,0.031,0.857,0.00125,0.144,0.39,115.724,195200.0,4.0,"In this autumn town where the leaves can fall
On either side of the garden wall
We laugh all night to keep the embers blowing
Some are leaping free from their moving cars
Stacking stones 'round their broken hearts
Waving down any wind that might come blowing
Ice move out when the field is cut
Serpents curl when the sun comes up
Songbirds only end up where they're going
...

",0.0,pop,2018
1088,2686,broken tongue,joshua james,0,1kYxBkms6klpedsXdCfa4X,0.636,0.546,0.0,-9.421,0.0,0.0315,0.439,2.99e-05,0.577,0.452,114.117,193064.0,4.0,"I wish somebody would just sleep here over,
to check I'm breathin'
To lie that everything's all right
The situation's a bit more complicated
than I make it, I feel a bit too broke to fight
Now I'm the dress that's hangin who never gets to be put on
Just a singer with a broken tongue
A rotten apple, a flattened cola
...

",0.0,pop,2017
1089,2687,thirteen sad farewells,stu larsen,0,4ddQlwDGMpXylyxbYvPRab,0.647,0.402,6.0,-9.922,1.0,0.0353,0.443,0.000244,0.387,0.435,114.032,165613.0,4.0,"You've been seeing me through your grown up eyes and your sweet disguise
And you've been running free with your lullabies and those same old lies
Darling I should've said goodbye
Before you even caught my eye
No I can't bear to see this die
Thirteen sad farewells my darling
Thirteen sad farewells
I will see you no more darling
I've used all my farewells

...

",0.0,pop,2014
1090,2688,only lonely,the ballroom thieves,0,5Syg1oPEvj5MS1vf4etOrP,0.412,0.276,7.0,-11.711,1.0,0.0296,0.898,0.000372,0.0955,0.214,90.781,217557.0,4.0,"My fingers are the only bones I want here
She takes me when I share my den and turn my tide
She knows I have a tendency
I make mountains out of stones
And with that timber, burn a hundred fires

I've been around and up and down this road before
I've eaten all the seeds you yearn to give
When I was born she made a garland of the broken weeds
I've always worn it and forever she has lived

How did you know
When I would go
...

",0.0,pop,2018
1091,2691,the bride & the bachelor,magnolian,0,3toFxCag8BngPPZYm3p9kY,0.471,0.365,0.0,-11.809,1.0,0.0311,0.778,0.294,0.108,0.103,88.011,250400.0,4.0,"You will want to know where I am now you know my dear
I was in the cherry tree when mother said to me
""You are only seventeen, you don't know what it means""
So I climbed down and picked the cherries that fell to the ground

I can't carry it alone
...

",0.0,pop,2016
1092,2692,back to autumn,tall heights,0,3TdZbELsPLWYZAArGSfwyQ,0.478,0.588,8.0,-8.032,1.0,0.0304,0.462,0.00109,0.069,0.341,110.918,199653.0,4.0,"We haven't been the same you know
Since we buried you below
On that still winter day
In the plot you picked out
So many years ago
When you laid your wife in her grave

Bring me back to autumn
Or lead me on to may
I'm not ready to take the helm
Abandoned on your dying day

Played them a reverie
And that's just fine with me
...

",0.0,pop,2015
1093,2693,nocturne,blanco white,0,2fv4O0H2EdMqliyEAUAEST,0.48,0.303,2.0,-13.189,0.0,0.0302,0.949,0.196,0.155,0.192,127.017,268627.0,3.0,"Cold light of the stars the same
A flag drew a line in the wind
If I was awake there's a world that I left
Never far behind
From the time that I spent on the Arctic ice

One moon has a name
Only one to a dream evolved
And in the night she's ashamed
...

",0.0,pop,2018
1094,2694,tiger striped sky,roo panes,0,4C2aiAVTTVyZbCQZst5Xu1,0.473,0.317,2.0,-10.324,1.0,0.0318,0.944,0.0124,0.11,0.132,139.899,241720.0,4.0,"Pouncing ray to ray to through the dappled shadows,
Light was pouring down upon the stepping-stones,
It felt like morning coming for its throne,
But I don't know why it looked like a tiger striped sky.

Well, half the world was pulling on its colours,
...

",0.0,pop,2014
1095,2695,little lover,the barr brothers,0,4wx3CZ1ykwZj7KY8S2dkC9,0.581,0.518,10.0,-9.672,1.0,0.0316,0.624,0.207,0.102,0.357,126.755,290776.0,4.0,"When the water won't draw
When the water won't draw
And the river runs dry
And the river runs dry

I been watching that crow
I been watching that crow
Wondering when he's gonna fly
Wondering when he's gonna fly

...

",0.0,pop,2014
1096,2696,wide world,blessed feathers,0,28SIdqdhaFFOkBVdb20zLk,0.547,0.693,11.0,-7.18,0.0,0.0286,0.899,0.0121,0.0705,0.634,168.093,213540.0,4.0,"And so she quit herself to be with him
And sang for him a lover's hymn
She had written while on his love she was stoned
He's already pickin' at her bones

It's a wide world to close off
...

",0.0,pop,2014
1097,2697,the wolves,ben howard,0,2zKoA5gp5Xaw3mrp45XIrR,0.483,0.543,0.0,-9.903,0.0,0.0325,0.272,0.00708,0.127,0.489,119.235,309347.0,4.0,"Ooooooooooooooohhhhh
Ooooooooooooohhhhh
Oooooooooooooohhhh

Oooooooooooooohhhhh
Oooooooooooooohhhh
Ooooooooooooooohhhh

Fallin' from high places.
Fallin' through lost spaces.
Now that we're lonely.
Now that there's nowhere to go.

Watching from both sides these
clock towers burnin up.
I lost my time here, oh,
I lost my patience with it it all.

Mmmmmm
We lost faith
in the arms of love.

Oh, Where you been hiding lately
Where you been hiding from the news?
Cause we've been fighting lately,

Oh we've been fighting with the wolves.
...

",0.0,pop,2011
1098,2702,sunlit juice,henry jamison,0,4JROVK4ZFaCopbBuj73sQV,0.584,0.523,7.0,-7.397,1.0,0.102,0.337,0.000112,0.127,0.279,174.181,172414.0,4.0,"So we paint a red room white
And we move all night
To the north side

And I always thought that North Street felt like a seaside town
With its open skies
And Ray's is selling oysters by the pound.
They're an aphrodisiac
So if we needed that
We'd serve 'em on the half shell and slurp 'em down.

But we move like Roman soldiers
Into the wilds of the psyche
To fix under a cancelling star
Hermes and Aphrodite

Sippin' on the sunlit juice
Haven't thought much about that in awhile
Sippin' on the sunlit juice
Haven't thought much about that in awhile

...

",0.0,pop,2017
1100,2706,good lover,donovan woods,0,1CojLipzvegiNqroa8FX1m,0.464,0.168,2.0,-17.897,1.0,0.0473,0.585,0.00044,0.124,0.244,81.868,181858.0,4.0,"How did I figure I was gonna drive home like that?
So I parked on the highway and slipped one hand on a baseball bat
That was back when
I knew what to call it
That was back when
She still would'a fought me for it

But it's over now
I had a good run but I lucked it out
The neighbors clocked it and they know I been cleanin' out
That tiny house where we could
Settle for each other
...

",1.0,pop,2018
1101,2709,émigré,alela diane,0,3t9dQLtZPB8dXRu6QrQYLS,0.524,0.382,7.0,-11.024,1.0,0.029,0.863,0.00033,0.32,0.466,91.955,191813.0,4.0,"Seabirds fly the salty wind
East to South, North to West
See us go, as they go, across the borderlines

I can feel the fear hang heavy on the water
Glinting sharply with the pale moonlight
Mothers hold on tightly to your children
The waves are breaking violently tonight

Seabirds fly the salty wind
East to South, North to West
Can we go, as they go, across the borderlines?

I hear yelling, I hear crying, I hear praying
As the ocean threatens us on all four sides
The water rises deeper every minute
This vessel cannot bear the burden of our load
...

",0.0,pop,2018
1102,2710,funtimes in babylon,father john misty,0,2MOzW8EKpzTSoftk1M1sxN,0.536,0.489,4.0,-7.669,1.0,0.0319,0.74,0.0,0.0948,0.364,104.598,219893.0,4.0,"Fun times in Babylon
That's what I'm counting on
Before the dam goes up at the foot of the sea
Before the new wing of the prison ribbon ceremony
Before the star of the morning comes looking for me

I would like to abuse my lungs
Smoke everything inside with every girl I've ever loved
...

",0.0,pop,2012
1103,2715,sinking ship,wild child,0,3pC8tUjIZPORslYYmJbJcz,0.37,0.174,4.0,-19.316,0.0,0.0377,0.95,0.0029,0.11,0.181,92.75,247493.0,4.0,"Feel like wasting time
Feel like wasting time
Feel like wasting time with you

See the rising tide
Know it's only a matter of time
See the rising tide
So blue

Oh if it's cold in the water
Am I better for it
...

",0.0,pop,2018
1104,2717,holocene,bon iver,0,4fbvXwMTXPWaFyaMWUm9CR,0.375,0.304,1.0,-14.52,1.0,0.0302,0.943,0.303,0.126,0.147,147.989,336613.0,4.0,"Some way baby, it's part of me, apart from me
You're laying waste to Halloween
You fucked it friend, it's on it's head, it struck the street
You're in Milwaukee, off your feet

And at once I knew
I was not magnificent
Strayed above the highway aisle
Jagged vacance, thick with ice
I could see for miles, miles, miles

Third and lake, it burnt away, the hallway
...

",1.0,pop,2011
1106,2720,who are we,plàsi,0,3SsMuOowzmvT7nhepxLPzl,0.563,0.31,2.0,-9.484,1.0,0.0343,0.852,2.58e-05,0.102,0.369,72.988,273438.0,4.0,"There's a Heaven here of choices that are calling
On the other side of Earth there's only fear
We have drown in all this light while some are crawling
There's no justice here as far as I can see

And who am I to come and tell where you should be?
And who am I to come to say and what land is free?

Drawing boarders, building walls, keep pride and honor
You can try if you can make it over sea
...

",0.0,pop,2016
1107,2723,thinking 2 much,jeremy zucker,0,3X0J4QzAMCoyMZUSMCoVDw,0.667,0.371,6.0,-11.845,1.0,0.0476,0.788,7.23e-06,0.0998,0.519,104.946,229453.0,4.0,"I was unimportant
You were just a friend
No one even noticed
We were just pretend

But, oh God, this sucks
Always, you're thinking too much, baby
Slow down
Realize there's more here for you
You

I was on the border
You were choosing sides
Kiss me in the morning
Miss me in the night

But, oh God, we suck
Always, we're thinking too much, baby
Slow down
Realize there's more here for you
(You're thinking too much, baby)
...

",1.0,pop,2018
1108,2724,two punks in love,bülow,0,4dIPtEnmudhZPD8MsAtzSK,0.498,0.418,0.0,-6.294,1.0,0.0539,0.881,0.0,0.113,0.796,190.078,195347.0,4.0,"One, two, three, four

Two punks in love
You had my back from day one
We were so young
Your last off hit like a truck
A loaded gun
That Cupid knew what was up
And now I'm locked
Inseparable we've become

Even though the years go by
Seasons change and flowers die
We're still rocking side by side
I'm still yours and you're still mine

You broke my heart a million times
Can't count the ways I've made you cry
Always such a mess
But I get depressed at the thought of losing you

We were kids, it's been a while
...

",0.0,pop,2018
1109,2725,tear me down,paul rey,0,2DPR5R6cFXS9gwo9u5cbZ1,0.515,0.238,11.0,-10.506,1.0,0.0678,0.849,0.0,0.108,0.19,96.875,177093.0,5.0,"I'm so over being over you
I'm so done doing things I'm suppose to do
I got a problem with letting go
I just thought I should let you know
That I still keep the light on
Show you that I'm home, wishing
Wishing you would come around more
Even though I know
Same moment you walk in, you're out the door
Ooh oh
Oh you give me love
Just to break my heart
Put me back together
...

",0.0,pop,2018
1110,2727,the beach,the neighbourhood,0,2u0CelO5c81XS7z3dGpHbS,0.245,0.64,2.0,-7.426,0.0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,255133.0,4.0,"If I told you that I loved you,
Tell me, what would you say?
If I told you that I hated you,
Would you go away?
Now I need your help with everything that I do.
I don't want to lie, I've been relying on you.

Fallin' again, I need a pick-me-up.
I've been callin' you ""friend,"" I might need to give it up.

I'm sick, and I'm tired too.
I can admit, I am not fireproof.
I feel it burning me.
I feel it burning you.
I hope I don't murder me.
I hope I don't burden you.
If I do, if I do...
...

",0.0,pop,2015
1111,2728,c'est la vie no.2,phosphorescent,0,4zjwG76tDbahmTUNF6lIeq,0.739,0.396,0.0,-10.514,1.0,0.0438,0.961,0.32,0.0828,0.672,116.031,205824.0,4.0,"I wrote all night
Like the fire of my words could burn a hole up to heaven
I don't write all night burning holes up to heaven no more
I stood out in the rain
Like the rain might come and wash my eyes clean
I don't stand out in the rain to have my eyes washed clean no more

C'est la vie, she say
But I don't know what she means
I say: Love, easy, hey come to me
...

",0.0,pop,2018
1112,2730,the few things,jp saxe,0,7BdXiDH2bPhBuPP2jTwRZB,0.536,0.426,7.0,-10.446,1.0,0.123,0.64,5.88e-06,0.147,0.375,135.872,211567.0,4.0,"I don't say what's on my mind
Quite as much as you'd like me to
I've been hearing that my whole life
I promise, it's not just you

But I so confidently want you
That when you say you're insecure about my feelings
I don't take it serious
But if you need me to tell you more

You're one of the few things that I'm sure of
You're one of the few things that I know already
I could build my world of
One of the few things that I'm sure of
And I want you to unravel me
Come closer, come closer
Come closer, come closer

I don't say what's on my mind
...

",0.0,pop,2018
1113,2733,the night we met,lord huron,0,0QZ5yyl6B6utIWkxeBDxQN,0.545,0.366,2.0,-9.51,1.0,0.0378,0.969,0.267,0.641,0.1,86.997,208212.0,3.0,"I am not the only traveler
Who has not repaid his debt
I've been searching for a trail to follow again
Take me back to the night we met

And then I can tell myself
What the hell I'm supposed to do
And then I can tell myself
Not to ride along with you
...

",1.0,pop,2015
1114,2736,stone,jaymes young,0,1ezFtClxTMcS2AotqjTZX5,0.565,0.255,7.0,-12.151,1.0,0.0322,0.792,2.07e-06,0.0986,0.121,110.015,216573.0,4.0,"Your father came and went like the ocean's tide
And the day he left he never said goodbye
Your mother started drinking like the whole world died
You've been waiting for a miracle all your life

Cause if the fires don't burn it down
The rains will wash it away
If you're looking for solid ground
A stone will never break

So give me all your pain
And love will set you free
Give me all your shame
Put all your weight on me
...

",0.0,pop,2017
1116,2742,lung,vancouver sleep clinic,0,4N4OGHFxIUKJzbwIqKkrKx,0.16,0.359,8.0,-12.7,0.0,0.0335,0.892,0.398,0.11,0.0385,65.059,215507.0,4.0,"Can somebody help me out?
I can't find my feet
I'm sinking in the deep
Can somebody pick me up?
The voice is too loud
...

",0.0,pop,2017
1117,2744,safe dream,tep no,0,0Ffg0etsfpaUNwv8t0bosp,0.528,0.427,11.0,-8.926,0.0,0.0347,0.826,0.0,0.122,0.195,141.866,189071.0,4.0,"Are You Lost?
Running circles around,
Always trying to fight the feeling,
Oh but just falling down.

Is it the end?
Of faraway sounds
I've been howling howling
Never reaching, distant ground

But I won't give in, no, oh the future is now
No I won't give in, no, time is waiting around

If this is the start of our safe dream,
...

",0.0,pop,2015
